Date,Geography,Labour force characteristics,Sex,Age group,UOM,Scalar Factor,Value
2019-01,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,112.6
2019-02,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,116.1
2019-03,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,125.6
2019-04,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,128.1
2019-05,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,97.0
2019-06,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,106.3
2019-07,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,105.8
2019-08,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,108.7
2019-09,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,101.5
2019-10,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,104.7
2019-11,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,103.6
2019-12,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,113.6
2020-01,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,118.9
2020-02,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,115.9
2020-03,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,186.0
2020-04,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,227.7
2020-05,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,263.7
2020-06,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,265.7
2020-07,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,201.9
2020-08,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,164.0
2020-09,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,178.1
2020-10,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,191.4
2020-11,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,197.0
2020-12,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,186.0
2021-01,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,210.3
2021-02,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,181.2
2021-03,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,185.1
2021-04,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,202.5
2021-05,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,161.2
2021-06,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,146.3
2021-07,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,144.3
2021-08,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,141.5
2021-09,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,155.8
2021-10,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,158.9
2021-11,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,122.1
2021-12,Ontario,Unemployment,Females,25 to 54 years,Persons,thousands,136.1
2017-01,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.1
2017-02,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.1
2017-03,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.3
2017-04,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.8
2017-05,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.4
2017-06,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.1
2017-07,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.6
2017-08,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.2
2017-09,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.0
2017-10,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.1
2017-11,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.8
2017-12,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.9
2018-01,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.1
2018-02,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.0
2018-03,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.1
2018-04,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.9
2018-05,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.3
2018-06,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.5
2018-07,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.9
2018-08,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.3
2018-09,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.2
2018-10,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.1
2018-11,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.7
2018-12,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.7
2019-01,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.7
2019-02,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.8
2019-03,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.3
2019-04,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.4
2019-05,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.1
2019-06,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.5
2019-07,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.4
2019-08,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.6
2019-09,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.2
2019-10,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.4
2019-11,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.3
2019-12,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.7
2020-01,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.9
2020-02,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.8
2020-03,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,7.9
2020-04,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,10.2
2020-05,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,11.7
2020-06,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,11.2
2020-07,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,8.6
2020-08,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,7.0
2020-09,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,7.4
2020-10,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,7.8
2020-11,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,8.1
2020-12,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,7.7
2021-01,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,8.7
2021-02,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,7.5
2021-03,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,7.6
2021-04,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,8.3
2021-05,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,6.7
2021-06,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,6.0
2021-07,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.9
2021-08,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.8
2021-09,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,6.3
2021-10,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,6.4
2021-11,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,4.9
2021-12,Ontario,Unemployment rate,Females,25 to 54 years,Percentage,units,5.4
2017-01,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.3
2017-02,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.6
2017-03,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.6
2017-04,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.5
2017-05,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.7
2017-06,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.7
2017-07,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.7
2017-08,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.5
2017-09,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.7
2017-10,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.8
2017-11,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.3
2017-12,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.4
2018-01,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.1
2018-02,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.4
2018-03,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.6
2018-04,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.0
2018-05,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.2
2018-06,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2018-07,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2018-08,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.5
2018-09,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2018-10,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2018-11,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.3
2018-12,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2019-01,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.0
2019-02,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.6
2019-03,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.2
2019-04,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.2
2019-05,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.6
2019-06,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2019-07,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.5
2019-08,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.5
2019-09,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2019-10,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.3
2019-11,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.9
2019-12,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.1
2020-01,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.0
2020-02,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.6
2020-03,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,79.8
2020-04,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,75.7
2020-05,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,76.6
2020-06,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,80.5
2020-07,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,79.8
2020-08,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,79.7
2020-09,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.7
2020-10,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.9
2020-11,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.5
2020-12,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.0
2021-01,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.9
2021-02,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.2
2021-03,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.9
2021-04,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.6
2021-05,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.8
2021-06,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,81.9
2021-07,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.6
2021-08,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,82.8
2021-09,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,83.9
2021-10,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,83.7
2021-11,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,83.4
2021-12,Ontario,Participation rate,Females,25 to 54 years,Percentage,units,83.9
2017-01,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.1
2017-02,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.4
2017-03,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.3
2017-04,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.6
2017-05,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.3
2017-06,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.6
2017-07,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.2
2017-08,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.4
2017-09,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.7
2017-10,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.7
2017-11,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.5
2017-12,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.5
2018-01,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.0
2018-02,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.4
2018-03,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.6
2018-04,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.0
2018-05,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.9
2018-06,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.2
2018-07,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.7
2018-08,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.2
2018-09,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.4
2018-10,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.6
2018-11,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.5
2018-12,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.9
2019-01,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.2
2019-02,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.6
2019-03,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.9
2019-04,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.8
2019-05,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.3
2019-06,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.1
2019-07,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.8
2019-08,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.8
2019-09,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.2
2019-10,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.7
2019-11,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.4
2019-12,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.2
2020-01,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,78.0
2020-02,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,77.7
2020-03,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,73.5
2020-04,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,68.0
2020-05,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,67.6
2020-06,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,71.5
2020-07,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,72.9
2020-08,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,74.1
2020-09,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,75.7
2020-10,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.4
2020-11,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,75.8
2020-12,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,75.7
2021-01,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,74.7
2021-02,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.0
2021-03,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.7
2021-04,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,75.8
2021-05,Ontario,Employment rate,Females,25 to 54 years,Percentage,units,76.3
